epoch,host_mem_available_bytes,host_swap_used_bytes,parser_current_bytes,parser_peak_bytes,worker_1_current_bytes,worker_1_peak_bytes,worker_2_current_bytes,worker_2_peak_bytes,worker_3_current_bytes,worker_3_peak_bytes,worker_4_current_bytes,worker_4_peak_bytes
1788153915,3835297792,95834112,12953825280,15032385536,45203456,49037312,45182976,46972928,45133824,46981120,45584384,49700864
1788153918,3919122432,95834112,13049495552,15032385536,45223936,49037312,45129728,46972928,45203456,46981120,45178880,49700864
1788153920,3915546624,95834112,12953616384,15032385536,45203456,49037312,45191168,46972928,45334528,46981120,45137920,49700864
1788153922,3841269760,95834112,12956184576,15032385536,45187072,49037312,45129728,46972928,45182976,46981120,45191168,49700864
1788153924,3853824000,95834112,13000507392,15032385536,45203456,49037312,45174784,46972928,45125632,46981120,45182976,49700864
1788153927,3893923840,95834112,12957286400,15032385536,45129728,49037312,45133824,46972928,45187072,46981120,45182976,49700864
1788153929,3950092288,95834112,13178392576,15032385536,45191168,49037312,45260800,46972928,45187072,46981120,45133824,49700864
1788153931,3770314752,95834112,13048836096,15032385536,45195264,49037312,45207552,46972928,45268992,46981120,45125632,49700864
1788153933,3762556928,95834112,12939468800,15032385536,45158400,49037312,45133824,46972928,45129728,46981120,45187072,49700864
1788153935,3904385024,95834112,12939522048,15032385536,45260800,49037312,45322240,46972928,45129728,46981120,45178880,49700864
1788153938,3929305088,95834112,13132701696,15032385536,45191168,49037312,45182976,46972928,45125632,46981120,45133824,49700864
1788153940,3930398720,95834112,12913205248,15032385536,45211648,49037312,45137920,46972928,45187072,46981120,45248512,49700864
1788153942,3909517312,95834112,13160857600,15032385536,45154304,49037312,45207552,46972928,45191168,46981120,45191168,49700864
1788153945,3768995840,95834112,12957196288,15032385536,45264896,49037312,45191168,46972928,45137920,46981120,45256704,49700864
1788153947,3863568384,95834112,13091360768,15032385536,45137920,49037312,45244416,46972928,45187072,46981120,45182976,49700864
1788153949,3772538880,95834112,13021417472,15032385536,45211648,49037312,45232128,46972928,45195264,46981120,45137920,49700864
1788153952,3898384384,95834112,13050396672,15032385536,45199360,49037312,45182976,46972928,45146112,46981120,45195264,49700864
1788153954,3896217600,95834112,12939517952,15032385536,45195264,49037312,45195264,46972928,45195264,46981120,45191168,49700864
1788153956,3924283392,95834112,13050105856,15032385536,45215744,49037312,45211648,46972928,45142016,46981120,45142016,49700864
