epoch,host_mem_available_bytes,host_swap_used_bytes,parser_current_bytes,parser_peak_bytes,worker_1_current_bytes,worker_1_peak_bytes,worker_2_current_bytes,worker_2_peak_bytes,worker_3_current_bytes,worker_3_peak_bytes,worker_4_current_bytes,worker_4_peak_bytes
1788153093,6802092032,0,10721173504,12365643776,45146112,46702592,45105152,46374912,45117440,46436352,45166592,46608384
1788153094,4589649920,0,12873625600,13149683712,45129728,46702592,45125632,46694400,45125632,46436352,45137920,49115136
1788153096,5279653888,0,11978993664,13226078208,45187072,46702592,45178880,46694400,45125632,46436352,45117440,49115136
1788153098,6449385472,0,10814631936,13226078208,45105152,46714880,45195264,46968832,45142016,46444544,45129728,49115136
1788153100,6395752448,0,10972872704,13226078208,45178880,46731264,45162496,46968832,45142016,46702592,45121536,49115136
1788153103,6386069504,0,10869288960,13226078208,45117440,46731264,45113344,46968832,45174784,46702592,45174784,49115136
1788153105,6364397568,0,10938060800,13226078208,45170688,46731264,45117440,46968832,45187072,46858240,45199360,49115136
1788153107,6417731584,0,10878509056,13226078208,45129728,46731264,45187072,46968832,45187072,46919680,45117440,49115136
1788153109,6331559936,0,10928902144,13226078208,45170688,46731264,45117440,46968832,45203456,46919680,45121536,49115136
1788153112,6398787584,0,10865233920,13226078208,45416448,46731264,45170688,46968832,45170688,46919680,45129728,49115136
1788153114,6378414080,0,10904944640,13226078208,45142016,46854144,45166592,46968832,45174784,46919680,45117440,49115136
1788153116,6482882560,0,10836836352,13226078208,45252608,46854144,45109248,46968832,45121536,46919680,45170688,49115136
1788153118,6530281472,0,10768564224,13226078208,45170688,46854144,45228032,46968832,45432832,46960640,45125632,49115136
1788153120,6395170816,0,10902343680,13226078208,45162496,46854144,45162496,46968832,45121536,46960640,45170688,49115136
1788153123,6435573760,0,10837192704,13226078208,45166592,46854144,45256704,46968832,45244416,46960640,45117440,49115136
1788153125,6512418816,0,10755055616,13226078208,45129728,46854144,45117440,46968832,45150208,46960640,45121536,49115136
1788153127,6452707328,0,10942386176,13226078208,45195264,46854144,45166592,46968832,45125632,46960640,45170688,49115136
